time,G(i),H_sun,T2m,WS10m,Int
20200422:1111,757.53,44.98,10.3,4.34,0
20200422:1211,782.13,46.38,10.78,4.28,0
20200422:1311,765.09,44.72,11.04,4.21,0
20200422:1411,604.6,40.33,10.98,4.28,0
20200422:1511,484.11,33.97,10.67,4.28,0
20200422:1611,295.64,26.36,10.19,4.21,0
20200422:1711,123.54,18.12,9.55,3.79,0
20200422:1811,22.8,9.71,8.79,3.38,0
20200422:1911,0,0,7.81,2.76,0
20200422:2011,0,0,6.82,2.41,0
20200422:2111,0,0,6.2,2.07,0
20200422:2211,0,0,5.84,1.93,0
20200422:2311,0,0,5.52,1.86,0
20200423:0011,0,0,5.2,1.66,0
20200423:0111,0,0,4.72,1.66,0
20200423:0211,0,0,4.39,1.72,0
20200423:0311,0,0,4.02,1.72,0
20200423:0411,0,0,3.61,1.79,0
20200423:0511,0.91,2.54,3.49,1.66,0
20200423:0611,11.86,10.75,4.28,1.52,0
20200423:0711,85.81,19.16,5.27,1.52,0
20200423:0811,288.83,27.37,5.96,1.45,0
20200423:0911,461.89,34.9,6.74,1.45,0
20200423:1011,644.33,41.14,7.96,1.59,0
20200423:1111,694.5,45.32,9.13,1.93,0
20200423:1211,687.47,46.72,9.78,2.14,0
20200423:1311,712.12,45.03,10.05,2.48,0
20200423:1411,649.21,40.63,10.17,2.76,0
20200423:1511,503.66,34.23,10.05,2.83,0
20200423:1611,313.86,26.61,9.61,2.76,0
20200423:1711,120.7,18.36,9.1,2.55,0
20200423:1811,30.55,9.96,8.53,2.14,0
20200423:1911,0,0,8.41,1.52,0
20200423:2011,0,0,7.28,1.24,0
20200423:2111,0,0,6.46,0.76,0
20200423:2211,0,0,6.68,0.48,0
20200423:2311,0,0,6.41,0.34,0
20200424:0011,0,0,6.15,0.55,0
20200424:0111,0,0,5.75,0.69,0
20200424:0211,0,0,5.59,0.76,0
20200424:0311,0,0,5.4,0.9,0
20200424:0411,0,0,4.25,1.1,0
20200424:0511,3.65,2.84,3.51,1.24,0
20200424:0611,29.64,11.05,3.77,1.1,0
20200424:0711,120.85,19.45,6.05,0.48,0
20200424:0811,306.32,27.67,8.41,0.21,0
20200424:0911,527.66,35.22,9.83,0.62,0
20200424:1011,646.4,41.47,10.91,1.24,0
20200424:1111,747.63,45.65,11.51,1.72,0
20200424:1211,792.44,47.05,11.9,2,0
20200424:1311,772.02,45.35,12.36,2.28,0
20200424:1411,654.49,40.91,12.42,2.69,0
20200424:1511,503.15,34.5,12.05,3.17,0
20200424:1611,313.05,26.86,11.28,3.31,0
20200424:1711,117.63,18.61,10.31,3.1,0
20200424:1811,24.62,10.2,9.31,2.76,0
20200424:1911,0,0,8,2.34,0
20200424:2011,0,0,6.75,2.28,0
20200424:2111,0,0,5.85,2.14,0
20200424:2211,0,0,5.08,2.07,0
20200424:2311,0,0,4.48,2.21,0
20200425:0011,0,0,4.06,2.14,0
20200425:0111,0,0,3.78,1.86,0
20200425:0211,0,0,3.69,1.59,0
20200425:0311,0,0,3.42,1.66,0
20200425:0411,0,0,3.29,1.66,0
20200425:0511,1.82,3.14,3.16,1.66,0
20200425:0611,25.99,11.34,3.33,1.59,0
20200425:0711,85.02,19.75,4.34,1.24,0
20200425:0811,136.29,27.97,5.66,1.1,0
20200425:0911,271.18,35.52,7.44,0.97,0
20200425:1011,661.48,41.79,9.14,1.03,0
20200425:1111,750.81,45.98,10.64,1.03,0
20200425:1211,789.39,47.37,11.9,1.1,0
20200425:1311,759.87,45.66,12.9,1.38,0
20200425:1411,643.11,41.2,13.36,1.93,0
20200425:1511,486.52,34.76,13.23,2.48,0
20200425:1611,301.67,27.11,12.74,2.62,0
20200425:1711,116.93,18.85,12.2,2.41,0
20200425:1811,33.29,10.44,11.59,2.07,0
20200425:1911,1.37,2.29,10.86,1.86,0
20200425:2011,0,0,10,1.79,0
20200425:2111,0,0,9.32,1.72,0
20200425:2211,0,0,8.63,1.59,0
20200425:2311,0,0,8.01,1.79,0
20200426:0011,0,0,7.47,2,0
20200426:0111,0,0,6.85,2.34,0
20200426:0211,0,0,6.59,2.62,0
20200426:0311,0,0,6.24,2.76,0
20200426:0411,0,0,5.84,2.76,0
20200426:0511,2.28,3.44,5.56,2.83,0
20200426:0611,39.22,11.63,6.13,2.97,0
20200426:0711,109.85,20.04,7.09,2.55,0
20200426:0811,191.95,28.27,7.94,3.31,0
20200426:0911,478.59,35.83,8.72,3.59,0
20200426:1011,263.81,42.1,9.68,3.86,0
20200426:1111,686.03,46.31,10.45,4.48,0
20200426:1211,779.15,47.7,10.87,4.28,0
20200426:1311,751.39,45.96,11.21,4.21,0
20200426:1411,634.79,41.48,11.53,4.07,0
20200426:1511,463.04,35.02,11.83,4.07,0
20200426:1611,269.77,27.36,11.82,4.28,0
20200426:1711,117.91,19.09,11.39,4.41,0
20200426:1811,35.11,10.68,10.54,4.14,0
20200426:1911,2.74,2.54,9.93,3.72,0
20200426:2011,0,0,8.53,3.86,0
20200426:2111,0,0,7.55,4.21,0
20200426:2211,0,0,6.7,4.21,0
20200426:2311,0,0,5.86,4.07,0
20200427:0011,0,0,5.2,3.86,0
20200427:0111,0,0,4.71,3.52,0
20200427:0211,0,0,4.23,3.31,0
20200427:0311,0,0,3.83,3.1,0
20200427:0411,0,0,3.53,2.76,0
20200427:0511,8.66,3.73,3.35,2.41,0
20200427:0611,25.99,11.92,3.94,2,0
20200427:0711,134.68,20.32,5.04,3.1,0
20200427:0811,297.06,28.56,6.02,3.17,0
20200427:0911,387.29,36.13,6.7,3.03,0
20200427:1011,407,42.42,7.44,2.97,0
20200427:1111,347.32,46.63,7.49,2.83,0
20200427:1211,411.59,48.02,7.73,2.62,0
20200427:1311,546.26,46.27,7.83,2.62,0
20200427:1411,457.35,41.76,7.99,2.83,0
20200427:1511,441.44,35.28,8,3.17,0
20200427:1611,262.92,27.6,7.63,3.1,0
20200427:1711,112.02,19.32,7.37,2.97,0
20200427:1811,24.62,10.92,6.87,2.69,0
20200427:1911,4.56,2.79,5.96,2.41,0
20200427:2011,0,0,5.18,2.14,0
20200427:2111,0,0,4.55,2,0
20200427:2211,0,0,4.04,2,0
20200427:2311,0,0,3.65,2.14,0
20200428:0011,0,0,3.23,2.14,0
20200428:0111,0,0,3.05,2,0
20200428:0211,0,0,2.97,1.86,0
20200428:0311,0,0,2.85,1.79,0
20200428:0411,0,0,3.16,1.93,0
20200428:0511,6.84,4.02,3.25,2.07,0
20200428:0611,35.57,12.2,3.84,2.14,0
20200428:0711,103.89,20.61,4.73,3.31,0
20200428:0811,281.54,28.84,5.25,3.1,0
20200428:0911,472.56,36.42,5.73,3.1,0
20200428:1011,419.78,42.72,6.33,3.24,0
20200428:1111,466.97,46.95,6.74,3.31,0
20200428:1211,616.55,48.33,7.2,3.1,0
20200428:1311,593.36,46.57,7.56,2.97,0
20200428:1411,531.48,42.04,7.83,2.83,0
20200428:1511,411.23,35.54,8.14,2.55,0
20200428:1611,263.96,27.84,8.05,2.48,0
20200428:1711,104.96,19.56,7.96,2.41,0
20200428:1811,24.62,11.16,7.47,2.55,0
20200428:1911,0.91,3.03,6.55,2.62,0
20200428:2011,0,0,6.07,2.34,0
20200428:2111,0,0,5.79,2,0
20200428:2211,0,0,5.33,1.79,0
20200428:2311,0,0,4.74,1.79,0
20200429:0011,0,0,4.18,1.79,0
20200429:0111,0,0,3.64,1.79,0
20200429:0211,0,0,3.33,1.72,0
20200429:0311,0,0,2.78,1.79,0
20200429:0411,0,0,2.53,1.79,0
20200429:0511,1.82,4.3,2.26,1.79,0
20200429:0611,29.64,12.47,3.23,1.66,0
20200429:0711,78.65,20.88,4.65,1.79,0
20200429:0811,211.7,29.12,5.46,2.9,0
20200429:0911,131.67,36.72,6.12,3.66,0
20200429:1011,98.15,43.03,6.8,4.34,0
20200429:1111,188.55,47.26,7.5,5.24,0
20200429:1211,112.52,48.64,8.2,5.79,0
20200429:1311,116.11,46.86,7.6,6.07,0
20200429:1411,56.86,42.31,7.46,6.21,0
20200429:1511,59.25,35.79,7.57,6.62,0
20200429:1611,47.28,28.08,7,6.41,0
20200429:1711,16.16,19.79,6.58,6.28,0
20200429:1811,6.84,11.4,6.13,5.59,0
20200429:1911,0.91,3.28,5.9,5.1,0
20200429:2011,0,0,5.76,4.9,0
20200429:2111,0,0,5.83,4.97,0
20200429:2211,0,0,5.93,4.55,0
20200429:2311,0,0,6,3.93,0
20200430:0011,0,0,5.83,2.83,0
20200430:0111,0,0,5.52,2.21,0
20200430:0211,0,0,5.28,2,0
20200430:0311,0,0,5.3,1.72,0
20200430:0411,0,0,5.27,1.31,0
20200430:0511,5.47,4.57,5.36,1.1,0
20200430:0611,11.4,12.75,5.47,1.38,0
20200430:0711,71.31,21.15,6.5,2.97,0
20200430:0811,208.38,29.4,7.09,3.1,0
20200430:0911,145.44,37,7.86,3.24,0
20200430:1011,216.71,43.33,8.36,3.52,0
20200430:1111,160.32,47.57,8.85,3.66,0
20200430:1211,117.9,48.95,9.11,3.45,0
20200430:1311,140.65,47.15,9.48,2.83,0
20200430:1411,264.63,42.58,9.76,2.55,0
20200430:1511,291.12,36.04,10.29,2.62,0
20200430:1611,63.44,28.32,10.27,3.1,0
20200430:1711,35.91,20.03,8.92,3.52,0
20200430:1811,33.74,11.63,8.34,3.17,0
20200430:1911,4.56,3.52,7.74,2,0
20200430:2011,0,0,7.03,2.14,0
20200430:2111,0,0,6.02,2.48,0
20200430:2211,0,0,5.59,2.48,0
20200430:2311,0,0,5.17,2.34,0
20200501:0011,0,0,5.11,2.14,0
20200501:0111,0,0,5.02,1.86,0
20200501:0211,0,0,4.98,1.72,0
20200501:0311,0,0,4.75,1.86,0
20200501:0411,0,0,4.66,1.93,0
20200501:0511,5.93,4.85,4.32,1.93,0
20200501:0611,37.39,13.01,4.7,1.93,0
20200501:0711,110.94,21.42,5.71,2.83,0
20200501:0811,173.47,29.67,6.33,2.69,0
20200501:0911,246.16,37.28,7.52,2.41,0
20200501:1011,119.7,43.62,8.08,2.14,0
20200501:1111,135.26,47.88,8.32,1.79,0
20200501:1211,296.49,49.26,9.05,1.24,0
20200501:1311,102.34,47.44,9.52,1.17,0
20200501:1411,396.93,42.85,10.09,0.97,0
20200501:1511,285.32,36.29,10.49,0.62,0
20200501:1611,150.76,28.55,10.43,0.48,0
20200501:1711,100.93,20.25,10.34,0.62,0
20200501:1811,37.85,11.86,9.89,0.21,0
20200501:1911,5.47,3.75,8.97,0.69,0
20200501:2011,0,0,8.02,1.45,0
20200501:2111,0,0,7.23,1.93,0
20200501:2211,0,0,6.79,2.34,0
20200501:2311,0,0,6.15,2.55,0
20200502:0011,0,0,5.88,2.62,0
20200502:0111,0,0,5.37,2.97,0
20200502:0211,0,0,5.12,3.1,0
20200502:0311,0,0,5.13,3.17,0
20200502:0411,0,0,4.96,3.17,0
20200502:0511,12.77,5.11,4.79,3.38,0
20200502:0611,31.01,13.28,5.45,3.59,0
20200502:0711,124.66,21.68,6.28,4.28,0
20200502:0811,313.12,29.94,7.48,4.83,0
20200502:0911,507.11,37.56,8.51,5.17,0
20200502:1011,490.79,43.91,9.33,5.1,0
20200502:1111,476.14,48.18,9.75,4.69,0
20200502:1211,181.81,49.55,9.93,4.28,0
20200502:1311,597.78,47.73,9.91,3.93,0
20200502:1411,317.8,43.11,9.92,3.59,0
20200502:1511,475.99,36.53,9.74,3.66,0
20200502:1611,294.75,28.78,9.37,3.45,0
20200502:1711,97.67,20.48,8.98,3.17,0
20200502:1811,25.99,12.09,8.36,2.9,0
20200502:1911,6.84,3.99,7.46,2.34,0
20200502:2011,0,0,6.69,1.93,0
20200502:2111,0,0,6.14,1.66,0
20200502:2211,0,0,5.83,1.66,0
20200502:2311,0,0,5.5,1.45,0
20200503:0011,0,0,5.15,1.45,0
20200503:0111,0,0,5.08,1.38,0
20200503:0211,0,0,4.87,1.45,0
20200503:0311,0,0,5.31,1.45,0
20200503:0411,0,0,5.64,1.72,0
20200503:0511,5.47,5.38,5.76,1.86,0
20200503:0611,46.06,13.53,5.96,2.41,0
20200503:0711,102.93,21.94,6.38,2.14,0
20200503:0811,178.99,30.2,6.87,2.55,0
20200503:0911,182.48,37.83,7.55,2.48,0
20200503:1011,50.87,44.2,7.84,2.55,0
20200503:1111,80.2,48.47,8.68,2.83,0
20200503:1211,331.38,49.85,9.08,3.38,0
20200503:1311,129.28,48.01,9.11,3.59,0
20200503:1411,110.72,43.37,8.33,4,0
20200503:1511,62.24,36.77,8.03,3.79,0
20200503:1611,64.04,29.01,7.92,3.38,0
20200503:1711,60.45,20.71,7.66,3.52,0
20200503:1811,10.94,12.31,7.36,3.03,0
20200503:1911,7.3,4.22,7.57,2.14,0
20200503:2011,0,0,7.04,2,0
20200503:2111,0,0,6.59,1.86,0
20200503:2211,0,0,5.95,1.93,0
20200503:2311,0,0,5.56,1.86,0
20200504:0011,0,0,5.36,1.79,0
20200504:0111,0,0,5.09,1.86,0
20200504:0211,0,0,4.97,2.14,0
20200504:0311,0,0,5.13,2.48,0
20200504:0411,0,0,5.4,2.9,0
20200504:0511,8.21,5.63,5.46,3.1,0
20200504:0611,22.34,13.79,5.79,3.38,0
20200504:0711,103.59,22.19,6.08,4.34,0
20200504:0811,117.92,30.45,6.51,4.41,0
20200504:0911,97.56,38.1,6.59,4.21,0
20200504:1011,96.96,44.47,6.88,4.14,0
20200504:1111,108.33,48.76,7.67,4.07,0
20200504:1211,120.9,50.14,7.94,4.07,0
20200504:1311,266.56,48.29,8.4,4,0
20200504:1411,303.74,43.63,8.5,3.86,0
20200504:1511,337.66,37.01,8.53,3.79,0
20200504:1611,288.31,29.24,8.16,3.66,0
20200504:1711,99.93,20.93,7.92,3.59,0
20200504:1811,25.99,12.54,7.35,3.45,0
20200504:1911,10.03,4.46,6.76,3.17,0
20200504:2011,0,0,5.78,2.76,0
20200504:2111,0,0,5.09,2.48,0
20200504:2211,0,0,4.57,2.28,0
20200504:2311,0,0,4.11,2.07,0
20200505:0011,0,0,3.55,2,0
20200505:0111,0,0,2.92,1.86,0
20200505:0211,0,0,2.87,1.86,0
20200505:0311,0,0,2.84,2.14,0
20200505:0411,0,0,3.15,2.14,0
20200505:0511,17.33,5.89,3.11,2,0
20200505:0611,36.02,14.03,4.4,1.72,0
20200505:0711,125.49,22.44,5.45,1.66,0
20200505:0811,289.99,30.7,6.1,2.14,0
20200505:0911,318.73,38.36,6.82,2.41,0
20200505:1011,378.74,44.75,7.54,2.76,0
20200505:1111,305.84,49.05,8.41,3.03,0
20200505:1211,336.7,50.43,9.02,3.17,0
20200505:1311,388.31,48.56,9.79,3.17,0
20200505:1411,417.88,43.88,10.32,3.1,0
20200505:1511,438.86,37.25,10.63,3.03,0
20200505:1611,270.32,29.46,10.61,3.1,0
20200505:1711,91.54,21.15,10.26,3.31,0
20200505:1811,25.08,12.76,9.58,3.38,0
20200505:1911,10.94,4.69,8.59,3.1,0
20200505:2011,0,0,7.38,2.9,0
20200505:2111,0,0,6.49,2.69,0
20200505:2211,0,0,5.75,2.41,0
20200505:2311,0,0,5.02,2.21,0
20200506:0011,0,0,4.27,2.21,0
20200506:0111,0,0,3.64,2.21,0
20200506:0211,0,0,3.04,2.14,0
20200506:0311,0,0,2.49,2.14,0
20200506:0411,0,0,1.98,2.07,0
20200506:0511,14.14,6.13,1.79,2,0
20200506:0611,27.36,14.28,3.55,1.79,0
20200506:0711,118.09,22.68,6.19,1.31,0
20200506:0811,320.34,30.95,8.08,0.97,0
20200506:0911,505.38,38.61,9.38,0.55,0
20200506:1011,659.22,45.02,10.5,0.48,0
20200506:1111,750.72,49.33,11.49,0.9,0
20200506:1211,775.59,50.71,12.28,1.45,0
20200506:1311,745.01,48.83,12.81,1.93,0
20200506:1411,633.3,44.13,13.04,2.34,0
20200506:1511,480.02,37.48,13.04,2.62,0
20200506:1611,287.64,29.69,12.81,2.9,0
20200506:1711,91.59,21.36,12.28,3.1,0
20200506:1811,26.45,12.98,11.46,2.9,0
20200506:1911,11.4,4.91,11.29,2.55,0
20200506:2011,0,0,9.82,2.48,0
20200506:2111,0,0,8.65,2.41,0
20200506:2211,0,0,7.71,2.28,0
20200506:2311,0,0,6.86,2.21,0
20200507:0011,0,0,6.26,2.28,0
20200507:0111,0,0,5.61,2.41,0
20200507:0211,0,0,5.41,2.48,0
20200507:0311,0,0,4.99,2.41,0
20200507:0411,0,0,4.5,2.34,0
20200507:0511,15.96,6.38,4.29,2.21,0
20200507:0611,31.92,14.51,5.76,1.93,0
20200507:0711,117.37,22.91,8.31,1.86,0
20200507:0811,306.38,31.19,10.39,2.14,0
20200507:0911,485.76,38.86,12.21,2.62,0
20200507:1011,637.2,45.28,13.43,2.76,0
20200507:1111,510.34,49.6,14.48,2.97,0
20200507:1211,280.26,50.99,15.38,3.45,0
20200507:1311,237.97,49.1,15.24,3.66,0
20200507:1411,84.39,44.38,14.59,3.24,0
20200507:1511,314.37,37.71,15.14,3.38,0
20200507:1611,208.35,29.9,15.41,3.24,0
20200507:1711,64.64,21.58,15.11,2.21,0
20200507:1811,30.55,13.2,14.7,2.07,0
20200507:1911,5.02,5.14,13.95,2.55,0
20200507:2011,0,0,12.4,2.69,0
20200507:2111,0,0,11.07,2.9,0
20200507:2211,0,0,10.33,2.97,0
20200507:2311,0,0,9.66,2.97,0
20200508:0011,0,0,9.32,2.97,0
20200508:0111,0,0,9.05,3.03,0
20200508:0211,0,0,8.53,3.17,0
20200508:0311,0,0,8.34,3.17,0
20200508:0411,0,0,8.05,3.17,0
20200508:0511,18.7,6.61,8.18,3.1,0
20200508:0611,41.95,14.74,9.18,2.76,0
20200508:0711,127.5,23.14,10.71,3.03,0
20200508:0811,140.77,31.43,12.02,4.14,0
20200508:0911,299.27,39.11,12.67,3.79,0
20200508:1011,568.76,45.54,13.34,3.59,0
20200508:1111,619.17,49.87,13.88,3.1,0
20200508:1211,616.31,51.26,14.76,3.03,0
20200508:1311,394.77,49.36,15.5,2.83,0
20200508:1411,411.57,44.62,15.69,2.41,0
20200508:1511,292.18,37.94,15.55,2.48,0
20200508:1611,231.51,30.12,15.01,2.21,0
20200508:1711,107.68,21.79,14.86,2.28,0
20200508:1811,44.23,13.41,14.57,2.55,0
20200508:1911,5.93,5.36,14.23,2.28,0
20200508:2011,0,0,13.21,2.48,0
20200508:2111,0,0,12,2.48,0
20200508:2211,0,0,10.58,2.28,0
20200508:2311,0,0,9.47,1.93,0
20200509:0011,0,0,8.4,1.79,0
20200509:0111,0,0,7.58,1.72,0
20200509:0211,0,0,6.92,1.66,0
20200509:0311,0,0,6.27,1.59,0
20200509:0411,0,0,5.65,1.66,0
20200509:0511,10.94,6.85,5.47,1.59,0
20200509:0611,45.6,14.97,7.53,1.1,0
20200509:0711,108.61,23.37,10.09,0.76,0
20200509:0811,295.32,31.65,11.78,0.69,0
20200509:0911,457.9,39.35,12.81,0.69,0
20200509:1011,293.69,45.79,13.83,0.48,0
20200509:1111,199.32,50.14,14.6,0.48,0
20200509:1211,94.56,51.53,14.81,0.76,0
20200509:1311,350.75,49.61,14.75,1.03,0
20200509:1411,125.09,44.86,14.78,1.17,0
20200509:1511,287.04,38.16,15.03,1.24,0
20200509:1611,133.8,30.33,14.27,1.1,0
20200509:1711,102.12,22,14.5,1.24,0
20200509:1811,45.14,13.62,14.06,1.38,0
20200509:1911,2.28,5.58,13.88,1.66,0
20200509:2011,0,0,12.88,2.83,0
20200509:2111,0,0,11,5.66,0
20200509:2211,0,0,7.64,6,0
20200509:2311,0,0,6.4,6.21,0
20200510:0011,0,0,6.21,6.34,0
20200510:0111,0,0,5.9,6.48,0
20200510:0211,0,0,5.47,6.55,0
20200510:0311,0,0,5.06,6.76,0
20200510:0411,0,0,4.67,6.97,0
20200510:0511,10.49,7.07,4.3,7.38,0
20200510:0611,36.02,15.19,4.02,7.59,0
20200510:0711,90.95,23.59,3.8,7.79,0
20200510:0811,183.93,31.88,3.65,8.14,0
20200510:0911,285.93,39.58,3.6,8.34,0
20200510:1011,468.56,46.04,3.64,8.21,0
20200510:1111,351.56,50.4,3.91,8.14,0
20200510:1211,670.62,51.79,4.25,8.14,0
20200510:1311,721.22,49.87,4.83,8.34,0
20200510:1411,375.2,45.1,5.01,8.21,0
20200510:1511,451.61,38.38,4.88,8,0
20200510:1611,279.91,30.54,4.82,7.79,0
20200510:1711,95.8,22.21,4.46,7.66,0
20200510:1811,46.97,13.83,4.25,7.72,0
20200510:1911,6.38,5.79,3.71,7.31,0
20200510:2011,0,0,3.37,7.03,0
20200510:2111,0,0,3,6.9,0
20200510:2211,0,0,2.68,6.76,0
20200510:2311,0,0,2.55,6.62,0
20200511:0011,0,0,2.35,6.48,0
20200511:0111,0,0,2.1,6.41,0
20200511:0211,0,0,2.18,6.34,0
20200511:0311,0,0,2.07,6.28,0
20200511:0411,0,0,1.85,6.14,0
20200511:0511,18.24,7.29,1.67,6,0
20200511:0611,53.35,15.41,1.75,5.93,0
20200511:0711,132.59,23.8,2.01,6.55,0
20200511:0811,296.24,32.1,2.63,6.07,0
20200511:0911,422.44,39.81,3.29,5.59,0
20200511:1011,473.09,46.28,3.95,5.17,0
20200511:1111,690.1,50.65,4.2,4.55,0
20200511:1211,758.83,52.05,5.03,4.07,0
20200511:1311,719.72,50.12,5.68,3.72,0
20200511:1411,615.79,45.33,6.42,3.59,0
20200511:1511,418.79,38.6,6.86,3.1,0
20200511:1611,219.69,30.75,7.24,2.62,0
20200511:1711,86.28,22.41,7.44,2.83,0
20200511:1811,36.48,14.04,7.5,3.1,0
20200511:1911,5.47,6,7.29,2.83,0
20200511:2011,0,0,7,3.17,0
20200511:2111,0,0,6.5,3.79,0
20200511:2211,0,0,5.96,4.48,0
20200511:2311,0,0,5.09,4.76,0
20200512:0011,0,0,4.48,4.9,0
20200512:0111,0,0,4.22,4.9,0
20200512:0211,0,0,3.85,4.76,0
20200512:0311,0,0,3.45,4.55,0
20200512:0411,0,0,3.15,4.55,0
20200512:0511,20.06,7.51,3.31,4.55,0
20200512:0611,45.6,15.62,4.03,4.28,0
20200512:0711,121.16,24.01,5.29,5.52,0
20200512:0811,300.04,32.31,5.91,5.1,0
20200512:0911,300.89,40.03,6.52,4.62,0
20200512:1011,462.89,46.52,7.16,4.48,0
20200512:1111,675.77,50.9,7.87,4.62,0
20200512:1211,721.49,52.3,8.55,4.69,0
20200512:1311,569.32,50.36,9.94,5.38,0
20200512:1411,188.96,45.56,10.74,6.21,0
20200512:1511,331.53,38.81,11.01,6.97,0
20200512:1611,73.62,30.96,9.11,6.97,0
20200512:1711,103.59,22.61,5.7,7.03,0
20200512:1811,20.06,14.24,3.71,5.59,0
20200512:1911,12.31,6.21,3.36,5.17,0
20200512:2011,0,0,3.24,5.17,0
20200512:2111,0,0,3,5.1,0
20200512:2211,0,0,2.66,4.97,0
20200512:2311,0,0,2.16,4.69,0
20200513:0011,0,0,1.86,4.28,0
20200513:0111,0,0,1.72,4,0
20200513:0211,0,0,1.63,3.86,0
20200513:0311,0,0,1.52,3.93,0
20200513:0411,0,0,1.26,4.07,0
20200513:0511,23.26,7.72,1.37,4.21,0
20200513:0611,31.92,15.82,1.65,4.34,0
20200513:0711,131.44,24.22,2.3,5.24,0
20200513:0811,252.2,32.52,3.1,5.1,0
20200513:0911,260.93,40.24,3.83,4.9,0
20200513:1011,290.08,46.75,4.4,4.55,0
20200513:1111,406.02,51.15,4.87,4.28,0
20200513:1211,482.06,52.55,5.47,3.86,0
20200513:1311,666.14,50.6,5.72,3.45,0
20200513:1411,589.04,45.78,6.12,2.97,0
20200513:1511,436.98,39.02,6.41,2.9,0
20200513:1611,223.53,31.16,6.02,2.9,0
20200513:1711,102.88,22.81,5.73,2.97,0
20200513:1811,44.23,14.44,5.27,2.97,0
20200513:1911,6.84,6.42,4.58,1.79,0
20200513:2011,0,0,3.97,1.52,0
20200513:2111,0,0,3.06,1.45,0
20200513:2211,0,0,1.85,1.52,0
20200513:2311,0,0,1.01,1.79,0
20200514:0011,0,0,0.75,2.14,0
20200514:0111,0,0,0.68,2.55,0
20200514:0211,0,0,0.83,2.9,0
20200514:0311,0,0,0.94,3.1,0
20200514:0411,0,0,1.13,3.1,0
20200514:0511,17.78,7.92,1.55,3.17,0
20200514:0611,29.18,16.02,3.01,3.1,0
20200514:0711,105.68,24.41,4.83,4.28,0
20200514:0811,283.21,32.72,6.1,4.69,0
20200514:0911,479.71,40.46,7.42,4.76,0
20200514:1011,559.77,46.97,8.71,4.9,0
20200514:1111,554.92,51.39,9.93,5.1,0
20200514:1211,400.92,52.8,10.15,4.97,0
20200514:1311,202.95,50.84,10.36,4.97,0
20200514:1411,138.25,46,10.1,4.9,0
20200514:1511,249.58,39.23,9.86,5.1,0
20200514:1611,266.25,31.36,10.07,4.97,0
20200514:1711,73.82,23.01,10.15,4.9,0
20200514:1811,27.82,14.64,9.86,3.79,0
20200514:1911,12.31,6.62,9.61,3.59,0
20200514:2011,0,0,9.07,3.66,0
20200514:2111,0,0,8.34,3.72,0
20200514:2211,0,0,7.55,3.79,0
20200514:2311,0,0,6.91,3.86,0
20200515:0011,0,0,6.24,3.86,0
20200515:0111,0,0,5.72,3.79,0
20200515:0211,0,0,5.26,3.59,0
20200515:0311,0,0,4.99,3.52,0
20200515:0411,0,0,4.44,3.52,0
20200515:0511,23.26,8.12,4.28,3.59,0
20200515:0611,56.09,16.21,5.07,3.66,0
20200515:0711,119.57,24.6,6.43,4.41,0
20200515:0811,286.63,32.91,7.42,4.9,0
20200515:0911,218.91,40.66,8.27,5.72,0
20200515:1011,521.12,47.19,8.99,5.86,0
20200515:1111,271.47,51.62,9.65,5.59,0
20200515:1211,439.27,53.04,10.1,5.24,0
20200515:1311,275.46,51.07,10.61,4.9,0
20200515:1411,236.92,46.22,10.78,4.69,0
20200515:1511,110.72,39.43,10.95,4.83,0
20200515:1611,141.28,31.55,10.75,5.1,0
20200515:1711,96.06,23.2,10.54,5.31,0
20200515:1811,46.51,14.83,10.21,5.24,0
20200515:1911,19.15,6.82,9.82,5.24,0
20200515:2011,0,0,8.98,5.03,0
20200515:2111,0,0,7.93,5.17,0
20200515:2211,0,0,7.2,5.38,0
20200515:2311,0,0,6.68,5.24,0
20200516:0011,0,0,6.39,5.03,0
20200516:0111,0,0,6.19,5.24,0
20200516:0211,0,0,6.11,5.31,0
20200516:0311,0,0,6.02,5.1,0
20200516:0411,0,0,5.94,5.1,0
20200516:0511,21.89,8.31,5.91,5.17,0
20200516:0611,56.09,16.4,6.45,4.69,0
20200516:0711,129.47,24.79,7.54,6.21,0
20200516:0811,278.55,33.1,8.65,6.34,0
20200516:0911,347.86,40.86,9.38,6.76,0
20200516:1011,435.95,47.4,9.95,6.62,0
20200516:1111,407.33,51.85,10.92,6.97,0
20200516:1211,455.04,53.27,11.13,7.1,0
20200516:1311,420.66,51.29,11.69,6.76,0
20200516:1411,523.15,46.43,11.9,6.9,0
20200516:1511,254.67,39.63,12.16,6.62,0
20200516:1611,222.58,31.74,12,6.07,0
20200516:1711,113.86,23.39,11.38,5.52,0
20200516:1811,51.07,15.02,11.07,5.31,0
20200516:1911,14.14,7.02,10.51,4.9,0
20200516:2011,0,0,9.71,4.76,0
20200516:2111,0,0,8.97,4.76,0
20200516:2211,0,0,8.38,4.76,0
20200516:2311,0,0,7.97,4.9,0
20200517:0011,0,0,7.69,4.9,0
20200517:0111,0,0,7.88,4.76,0
20200517:0211,0,0,7.62,4.55,0
20200517:0311,0,0,7.33,4.48,0
20200517:0411,0,0,7.06,4.48,0
20200517:0511,24.62,8.5,7.4,4.48,0
20200517:0611,10.49,16.58,8.16,3.86,0
20200517:0711,54.46,24.97,8.62,4.48,0
20200517:0811,85.59,33.28,9.36,4.41,0
